word,cefr_level,speaker_id,scenario_id,pitch_mean,pitch_std,pitch_contour_slope,energy_rms,duration_seconds,speech_rate,response_time_ms,lexical_diversity,grammar_error_rate,pronunciation_accuracy,pause_ratio,filler_words_rate,wpm_consistency,asr_confidence,semantic_relevance,whisper_feat_1,whisper_feat_2,whisper_feat_3,user_prior_score,prosody_similarity
abandon,B2,SPK_116,customer_service,153.80583094064198,17.940611101256543,0.4330227571899468,0.1556919638297041,2.4856374976520814,2.701704488515205,1003.2952314627956,0.6631190427837302,0.103484276913966,78.76862552972764,0.25232834873784,0.0821405940433875,75.1467241620897,0.8480392263184117,79.66440994540221,5.553802052034903,1.0223306320429089,-0.7502600319320982,71.12028213766928,75.11028760729766
abandon,B2,SPK_013,pharmacy_clinic,148.46082703601388,25.97998261676678,0.4752035578169656,0.1093847447400247,2.4273405004415314,3.0362364677713773,1432.3869140316458,0.5994517159467162,0.1025976238803275,75.72483413006216,0.2334895354723957,0.1169128730360864,61.05077328081152,0.8413012933417,66.66971646688026,5.276823004425603,2.3523562888429557,0.4149555661742234,63.86878550334534,74.5041807793734
ability,A2,SPK_047,voicemail,141.214165658091,29.689255046656257,0.3038128550495937,0.050282013512679,2.4569804457355597,2.7360021506489716,1765.3227692565918,0.4393550599371146,0.1635351396052772,64.2843546794795,0.3573542205763824,0.1665579427019766,73.80784748804444,0.7513424410990394,70.24369300303137,1.0370745779363515,4.886565814522554,1.5256938140317162,43.55996532705646,54.89275324106181
ability,A2,SPK_144,voicemail,155.6315371791683,24.26963337375567,0.305758628828021,0.1068464448576076,2.00201537137694,1.879922863362624,1705.7669129647709,0.5593958284290742,0.2061476356038087,63.67167614372727,0.3523403560922738,0.2019599385690064,63.42985305262315,0.7854869087479909,55.38033979334759,1.5608966071171604,5.447162696787044,2.1008758622592234,33.82098414009074,67.24432609341972
able,A2,SPK_101,customer_service,164.9784075692498,29.787560579096272,0.3282577219892897,0.1277394835078394,2.4467685366081864,2.120248780641407,1215.372779697392,0.4733148734051046,0.1636882379192431,71.5844672010084,0.3037793635964206,0.186402212440777,54.25028957300286,0.80409601901571,56.772628339207465,-0.2164244459439717,3.7570386063971486,3.061177334655238,52.58918939241604,56.37014653065754
able,A2,SPK_138,cultural_etiquette,178.56427506631508,20.502124500561955,0.7416230464088753,0.1258388128107942,2.652894886938789,2.180910606816268,1580.9189113421874,0.4937387122913124,0.1639780464390321,67.81534801668654,0.3957748614189874,0.1721572931757693,57.23885278277107,0.6728996347973322,54.39221487214809,4.753985126087606,3.2550010514030023,1.325811922810462,52.13633511786077,56.003798019250524
abolish,C1,SPK_128,appointment_scheduling,147.03381895433623,8.543617894146756,0.6685312672537275,0.2042961556434166,2.062964452707742,3.6997258166487823,861.1295790936388,0.8205175949800931,0.1166695288283145,86.48032116612937,0.2022228862777586,0.0812046584297818,70.36323042019762,0.8408256236902619,85.089615729035,5.766296820685995,1.2443505574990672,1.059098017608743,79.56405521025107,66.30594675171423
abolish,C1,SPK_086,greeting_intro,156.71455146329075,21.146211393152612,0.5466361348397006,0.1842606865084865,2.543063849280808,3.5360245880146293,775.2459480243278,0.6598482381217314,0.0894446059202282,82.55670680539932,0.2129087424135236,0.0634553811289535,82.11607908544704,0.9366369456501288,77.12991881234514,6.401711722098941,1.8901439917111125,1.679023622491331,77.79273985448333,78.10073920625436
abortion,C1,SPK_147,cultural_etiquette,164.18289905949374,23.9919931649818,0.7176715411692562,0.1687781247825562,3.061272983004623,3.29306097484478,998.0801591801696,0.7310005203443011,0.1556940879965301,79.95850857322424,0.1664111263127689,0.0680121470911195,66.25662565414116,0.833712248915962,71.92693870757041,6.150393786476208,1.5417559757771593,3.5009366713727093,83.60339070548841,73.38477075470078
abortion,C1,SPK_141,doctor_consultation,151.333801567711,29.325835063417415,0.676916018108193,0.1259247304368588,1.514746188363649,4.1415489496661655,751.3650386868455,0.7942689787184076,0.0421671702361689,81.00312488523113,0.2002097479887273,0.0809396118752948,76.29960717112453,0.8911424966173749,69.45903656493924,5.857620514978707,1.3202956317118988,2.4115510672469993,81.69291902471112,69.00286326529705
about,A1,SPK_034,video_conference,132.2930491714848,28.784542258276293,0.5363500529124668,0.1614219676339071,3.0459445872855584,2.6205051418931884,1542.4932257268272,0.4691947111857074,0.2807973953965623,60.83044066254076,0.3591846701095138,0.174618111241421,63.93427104330687,0.7438912584240056,46.530797385825224,-0.3423086386243993,4.269126896234432,1.1554710335854488,47.08850848196923,48.90337743166518
about,A1,SPK_079,customer_service,174.88803706624688,24.479594167140434,0.2444926340967268,0.0983335690331014,3.1536261795757228,1.9869221007623628,983.1394749900307,0.3946527976292327,0.2108659149848544,63.348362744150194,0.4146639298438739,0.1612024042734529,51.91679849597984,0.6470393239055524,49.498567221814625,0.9551423205012384,5.014273953664456,0.4032372124142755,35.75793905302047,43.657017341901245
above,A1,SPK_149,hotel,177.85360479367853,39.526547178031805,0.6179050933568124,0.0913857970772984,2.8501354686575424,1.672529205872568,1343.690454111611,0.3835834153897619,0.308927589009847,59.01389164573238,0.3509578798320759,0.1808333053425076,56.068770554566385,0.7017817729925228,56.39752978068166,0.0690055113590333,6.768727492147329,-0.6242746832461723,54.245835505161786,52.01983830674868
above,A1,SPK_014,emergency_call,153.43633472684317,31.884147325672085,0.4462686199263831,0.1270559031105366,2.651501247554028,1.9093002290807095,1307.22836487389,0.4345704759682661,0.2856879934385424,61.11668079348178,0.4030106378371675,0.1624998266508384,50.78469329727901,0.6403369942180787,32.58654888582254,-0.3910340012304918,5.701894730647035,1.738273836298644,52.50250852966489,54.44512191706828
abroad,B2,SPK_113,negotiation,135.18763072926353,28.269824688939007,0.606718139779224,0.1213186615860192,1.833918992192994,3.4381604542841693,440.2180692563759,0.6387115022575204,0.1114872877513937,71.70578979223902,0.2975520403060882,0.1041738313883845,74.04379797501741,0.8653935973621213,70.92967554957316,4.951411198647498,3.2158516204890892,0.4534047415350608,69.28784132950626,85.26490268300046
abroad,B2,SPK_044,emergency_call,149.84908726982675,26.554494599350576,0.5323790972283508,0.181269869895665,2.794997202280289,3.5056817552007633,963.2378844885236,0.5874580754999654,0.1240611109389605,80.38414047162055,0.1808167962796341,0.1298342791930468,85.40226401050828,0.7227530354814624,59.79827559189171,4.72966246423314,1.817419084365066,0.2087251470653387,66.4266077075405,62.80945184408757
absence,C1,SPK_094,clarifying_misunderstanding,159.9655596460871,28.020100458643284,0.4237391067659371,0.102744784498834,2.2734047292350943,3.741263049289066,912.9792230547116,0.7617810675991492,0.1054837418573307,86.37746820724587,0.1770498479876734,0.0663851145085889,83.45418949755471,0.8721728255349944,84.56196591589004,4.292722844372401,0.6992136175824061,3.525615121528445,80.42026521877952,80.36440360783322
absence,C1,SPK_023,customer_service,200.30838415774505,15.681916970749626,0.3184248261395948,0.0915976803334762,1.901156844423895,3.621967719460903,840.5037860169491,0.6281712754087648,0.0339794452089267,80.17604306522274,0.2366468506241848,0.1018072582338729,89.23494915602612,0.8583834874537443,84.62522792312085,7.00989496104966,0.7031409673273785,2.310275905224373,81.26964100567803,70.726739063319
absent,C1,SPK_123,small_talk,170.91985061383372,23.042115948296065,0.1632795638439036,0.1602742619013224,3.102879312437256,3.22654475629483,1573.6105342816895,0.7309344362793991,0.0128120627584696,82.07230880016044,0.2532175425307633,0.119986344124996,83.3085912895101,0.9383797210439484,68.57771566806117,5.319738412806092,-0.4794592820017904,1.5159495392064772,82.09535189148534,79.70124609906415
absent,C1,SPK_111,team_sports,170.05645288931586,28.258818339734116,0.6807455970951123,0.1601727505668528,1.9480513417516871,3.5266123385614145,697.6815732360456,0.6917831131962333,0.0779264667411948,81.85430982466205,0.1810629522919801,0.099037660360571,72.67217866680345,0.8235262948848084,65.3327462316839,7.415482802510849,0.4034970413424129,2.5286201853777124,79.80255088169845,88.55070896872617
absolute,B2,SPK_063,hotel,159.47881189332747,24.63302392381347,0.3983650680899439,0.1344785969041743,2.086982517906208,3.4697121874987102,931.2889951292442,0.6493021974157311,0.20709780519071,72.46447772699989,0.3055432907616115,0.0518129728590125,60.52974007048634,0.7579679961156214,61.57977307780051,4.70370179813885,2.689842264168468,-0.2038570146978918,65.8009762659003,75.22211808745328
absolutely,B1,SPK_110,giving_feedback,180.8522257936191,26.500184124665783,0.4614774458111402,0.1507285974533817,1.950990547920899,2.9363953409108534,1146.3928341023584,0.4753489681756531,0.1187449016129447,77.05172501470788,0.3385116276140278,0.1334511685926871,77.29994665872835,0.8020484090930634,73.99844255528973,3.4203245871845205,3.324190434398008,3.153974998853326,53.1725099607779,61.94302183002225
absolutely,B1,SPK_007,giving_feedback,178.22863778302872,27.86713020105945,0.705105538208299,0.1487476147845771,2.6909045636538274,3.099192173624766,1391.275540574914,0.5295537628455211,0.1601200700504059,71.51586981303295,0.280978778233426,0.1503137389012697,63.23613674993617,0.8425825735699911,61.064214408956936,3.4723966428393584,3.766415148762888,3.2192161533666663,57.84088216407368,66.66914825160478
absorb,B2,SPK_114,video_conference,209.64480363892253,26.68902913765509,0.4065718245348075,0.1174557089797218,1.88462104809707,3.240326968901621,552.6017535059182,0.67311181931857,0.1901672213691986,81.58795789896524,0.2312340911922026,0.1155387482526357,82.72320067099527,0.8985247317630569,62.96993686749303,5.010296389582323,2.2418985099298014,0.6452745983309494,70.06891163053416,52.04222872412442
absorb,B2,SPK_054,shopping,162.83818514975175,24.794233451585168,0.2848452549261732,0.1474306602959795,1.7903939033091878,2.880624381033179,1295.3279799250336,0.5869733326681439,0.1472190087760502,69.23213141045656,0.3332525862706056,0.0989089272302548,73.57192484168631,0.8289518398274482,75.86053491465087,2.980820017013823,2.3946635291633367,-0.5270150606250855,53.48354219137384,78.89697760102968
abstract,B2,SPK_073,emergency_call,167.51855108537112,22.660590910495547,0.7962541030446172,0.1285820604211297,1.7768190729293327,3.039847455926673,1084.9344050280276,0.6719557065622331,0.0973665719421471,82.64741253672385,0.1794853228451584,0.1278827040523283,65.08391266517556,0.8086877390495661,79.5165494242136,4.619605668887069,3.21669851771357,0.4949295677679458,77.29014890723681,79.4976788073097
abstract,B2,SPK_025,meeting_presentation,166.28384215760087,26.9378112298012,0.457502702625108,0.1336616180350901,2.2758617536176056,3.246273928797812,647.2509172545382,0.7963586480175711,0.1080117964366337,76.19269637620285,0.2172294242578079,0.1173141749832907,71.82398421254601,0.771809624495139,76.25506692979474,5.291649147922791,2.333123675522733,-0.5309007611056614,84.52852804447774,73.72054104420185
absurd,C1,SPK_108,group_project,155.2356159507521,27.11170731695266,0.4608459120129807,0.1440495416245906,2.36502815865765,2.828126161474337,617.3537896107858,0.7826127545571931,0.1160329507251266,85.41516102697608,0.146021457142979,0.0917100692171715,83.28039754123267,0.8623508606561873,87.78536760473166,5.316568209869877,0.690142422500025,0.0123107367313482,83.35862008118131,80.51089570776108
absurd,C1,SPK_103,giving_feedback,194.35236884853305,22.673904637659938,0.4986703966015434,0.135959817377522,2.514469968075681,3.4190687337461996,946.8015233829595,0.8168381892436466,0.1038022503089894,82.75134358587432,0.1618616331611239,0.0744975202730585,82.37847324383543,0.7833736329041339,84.65234206167426,6.207612688228065,1.0508108402412812,1.4724692708391982,72.18897839224506,82.77844833172246
abuse,C1,SPK_107,giving_feedback,171.66792474242928,19.604302413762657,0.5833065225210362,0.1213138851073015,2.001612381469412,3.532754041749883,686.6501829058577,0.6495857875792724,0.1138771951454242,89.242654692538,0.2137447435814087,0.0724689469795546,74.7687355820213,0.8248189968536777,96.85901092026168,6.937838301566644,0.3598899214166616,2.1317582619497126,73.0997197992051,82.67040300925032
abuse,C1,SPK_029,doctor_consultation,171.28478741127955,23.3378271599481,0.5987816409009246,0.2003061361629905,2.1292211090023803,3.2806811021846185,435.1701929963682,0.6761441976034849,0.089006190813786,92.97278931758892,0.1792955480385531,0.0844757590327779,78.90146262356349,0.9194196636724042,98.21545940698896,5.4691312270796795,0.7105605574817778,2.8353287016552575,81.45513191701049,92.77365860588829
academic,B1,SPK_006,customer_service,175.3541659251996,26.25447103980068,0.4043220354905839,0.1057756325662963,2.414197229799005,2.4198676127213123,1219.451292300471,0.522229007117055,0.1758455846360554,71.20662778144681,0.2983351402682994,0.1411211329565771,63.748605253668714,0.8119445522968386,76.53846293311162,3.3431090829517585,2.8179043147275307,3.507985590928163,56.01389679371908,59.240877623443474
academic,B1,SPK_104,travel_story,167.28817769005664,20.5990063522287,0.7242700618276118,0.1264089127328553,2.7066322186779748,2.6394480970671093,1274.5055886992109,0.5628772430169864,0.2062694583231939,64.79252875968193,0.3070218331956204,0.1381702469675485,65.88176563382144,0.7597667088346476,61.09634176825034,3.174639269367828,1.7900410990192936,4.772011968850584,54.1589450584332,65.02242157893426
academy,C1,SPK_029,group_project,197.3028360056377,19.04050289414645,0.2442369996134413,0.1814871330339439,2.6546419086818243,3.41721307056903,751.7520545329784,0.6465038969886628,0.092668568178291,89.829568576857,0.1782958063296689,0.0975420395757258,81.78234314434259,0.888890844544057,74.12552655530905,5.645375817066506,-0.6467724344714016,1.5466644699919154,85.30788366425007,70.5653424471818
academy,C1,SPK_064,local_customs,170.06049125949303,24.759452999185203,0.3255169189864394,0.2169217384790104,1.7136986503331,3.6616989254936274,740.3361260328534,0.6488015089580971,0.0788937173156025,84.11653800442934,0.1740010715254612,0.0987444724306969,78.03024552722518,0.7929362664490857,66.59099573864563,6.606165090611456,-0.2867707827003363,2.253140858439267,79.55724148533567,70.03715708860787
accelerate,C1,SPK_088,shopping,176.09063955827682,21.836568265615966,0.4821503036403659,0.1046631007105828,1.82519119824003,4.247520810008239,1083.7887522179385,0.7645250753114279,0.1181954431058906,88.23006772335634,0.1870657515085516,0.080952071036287,70.16494973175395,0.8555152186596237,87.4673139963135,5.339292751742865,2.2231412046872263,2.0732685909550104,64.91702507464214,69.1414438932295
accelerate,C1,SPK_122,emergency_call,156.88537787928436,24.290331125424636,0.7099033154879003,0.167739010487383,2.2238521479680697,3.3412252889177707,954.5558284033976,0.7436091231253049,0.1168557966008319,87.17585900840984,0.2419821086127734,0.0692952957687886,86.90436439380595,0.86987998023462,94.60208698100212,5.310812181910432,2.935963803165249,2.158328626770118,70.78865597108441,74.12891332756543
accent,B2,SPK_055,party_chat,195.2278011435609,23.183877676075756,0.4720915242285678,0.161282955275332,2.602396443983814,2.4010354626161976,749.1567113651548,0.6391870271171525,0.088909054609448,75.62912841785048,0.1962125829902426,0.0975965873889321,70.98026363607303,0.8375877338296857,70.265925408004,5.002789721040756,2.7835440074739215,0.8250719954114484,73.99026432768093,77.14499068107773
accent,B2,SPK_050,post_office,159.5515765015859,28.188393210448616,0.7525891537186803,0.1162334721139318,2.8314723333725182,3.184596612199717,916.8431750147952,0.6930195962492004,0.1495696863524026,70.11803921507875,0.3090616139890358,0.132601827082949,69.24662379094282,0.8397901766718704,74.95224149026191,4.760673765823907,1.8496948461545797,-0.5372986943504413,66.79556743206844,80.38183215407491
accept,A2,SPK_084,group_project,135.075128187046,29.276893368782183,0.5561420083365959,0.1073946566860942,3.1229172499244333,1.90169357636012,1596.930112570425,0.4375152680283515,0.1633230404853031,64.63802014750095,0.2661936990928006,0.160083477844924,59.444497344518645,0.8016843460688018,62.19139368405597,0.1080036628119898,3.961612508882115,2.4165315364273674,55.77663207988027,66.78000731909505
accept,A2,SPK_111,doctor_consultation,140.85651699446558,29.518904747760494,0.4509678830480522,0.0934715565660371,2.819354047314321,2.1249826194641632,1287.2710068075626,0.417902708128072,0.2043001683845286,68.24195146807931,0.3264494585517282,0.1551858350506182,61.83605556172758,0.7626267445910667,55.93136126955827,2.585866341867806,2.699081138548082,4.350202277734219,42.03092988769987,60.22712018683262
acceptable,B2,SPK_124,inviting,162.1392819749625,21.39714585061964,0.6609631018115469,0.1250811736119423,2.6188863752228015,2.8331360779215857,952.278091107105,0.7602044360309262,0.1588889658734239,79.53810377725526,0.2320431668956081,0.1063499707175001,74.18539594103429,0.8424614217459873,62.386715934578675,5.168407960942365,1.3104069017053472,1.3049006818254976,60.82697342066497,73.3730265574094
acceptable,B2,SPK_063,doctor_consultation,158.50624993107496,25.315049641213925,0.548203582317541,0.1426576226270585,3.045484507623459,3.3814137206055923,898.9608411773378,0.6978452300973015,0.1656841146677392,71.86196092431504,0.2738960027939943,0.1190234548462179,71.21461897984005,0.8887853406655809,69.79955530373978,4.625576453471543,2.22692817571613,0.012463238065174,58.22979930483839,59.47959293924565
acceptance,C1,SPK_143,job_interview,148.68513134219614,28.210247261958568,0.2670909398275943,0.130893920432684,1.6827418705415371,3.359610414798656,822.4234480880049,0.6779930476076995,0.1226899459504938,91.66989060424784,0.1100361708777624,0.0663401533929775,79.35485273363453,0.916305851300769,74.3660457987739,5.980064604754189,0.0432557749480513,0.7737633181901236,87.56307751666347,63.40744100885651
acceptance,C1,SPK_015,cultural_etiquette,176.712025123342,13.25715807009863,0.6282350569431064,0.1693823270250218,2.7275058462908777,3.634743665264722,1009.1571165393824,0.710415201578087,0.0543990864693619,91.65366196268998,0.196124566815397,0.0518097736505361,76.1991103252613,0.8386337658715914,81.69357534499369,8.34704748337273,1.722418613282565,2.1654750815972204,95.64620959650044,85.8311483193018
access,B1,SPK_146,cultural_etiquette,168.65211550195497,25.734438383627452,0.5137151191338495,0.1594320727430841,2.383871126745005,3.005416283265405,1377.2349974593983,0.5202732489905355,0.1453213575353269,71.24829038709548,0.2815348163897416,0.15304665217483,60.989390328612075,0.7834235684264335,84.3683866672358,3.4130565337861825,4.179290144304884,4.9285459965577,54.296407476597125,55.34864297003677
access,B1,SPK_049,negotiation,172.92556981173604,23.196673284535656,0.6204352427218529,0.1031865554553142,3.3278292186794625,2.4687224074936944,1199.869365426474,0.5130789417855436,0.2366808688740522,65.81089527956442,0.3209745098901164,0.115301791710444,64.87535415131208,0.8026768916872588,73.79667550100915,4.623396562299046,2.0630520399736794,4.21420097949157,69.67594882706817,50.51751248990448
accessible,C1,SPK_002,pharmacy_clinic,179.3133845457165,15.801874921685952,0.4073280981115076,0.1968948314938868,2.883418547906755,3.434990138993142,877.4901465074754,0.792244081133093,0.1104388852326141,82.63267876772588,0.1700545874385466,0.0973620628591585,85.78421985168701,0.9457850917197194,64.50200461237543,4.7468752117989474,2.3619236021470806,0.7587755625998586,85.90839963929547,76.28053995211687
accessible,C1,SPK_027,small_talk,144.064505329356,25.296059322393408,0.7534455496542045,0.1661172864744272,2.101396522978344,2.984785716893824,405.10313594926674,0.6402214018656415,0.0896316516866304,84.56700031636302,0.2347377404296398,0.0440794202703384,86.8672613823544,0.8947203159472685,75.38530965550292,4.8102384582679,2.449140641691119,1.7599248310100928,75.83984880524457,81.06889576630346
accident,A2,SPK_023,voicemail,138.95294955335095,26.73436620122079,0.6819646549968775,0.1142515074091971,3.7277318159926778,2.5573271357577485,1368.0122791225078,0.4614530121478499,0.2140062271434684,65.23765081809728,0.3783243470675436,0.1741340463358917,56.284063236952306,0.6734383523221111,42.31035701517363,2.007991326912544,3.696633393826126,0.2776875256380136,52.10862883624771,76.94399613946233
accident,A2,SPK_150,clarifying_misunderstanding,160.25450797826164,27.99379797665639,0.4422737177079311,0.1239191684877037,2.6245651174970814,2.8665210988947156,1462.110251564039,0.5159756467968897,0.1947863081983022,64.81822631455502,0.3024834876543174,0.1479396788654887,54.78054450186222,0.8056534257794358,57.404286524752045,1.6704972350404308,4.574853472649979,2.1580631376411263,68.71902108686146,54.59887772486007
